datetime,o,h,l,c,v,ma_10,ema_10,rsi_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ret_1,roll_std_10,roll_mean_10
2024-02-23 05:00:00,415.67,415.86,408.97,410.34,16290899.0,408.92,407.8490138845614,57.38118572601734,397.6351398262106,408.166,418.6968601737894,5.160086912574488,0.6032204380327316,-0.0031823150734847,0.0132631606723233,-0.0008351865123164
2024-02-26 05:00:00,411.455,412.16,407.36,407.54,16193505.0,407.619,407.7928295419139,54.36552832801318,397.9899401947412,408.3465,418.7030598052588,5.072437160724446,0.4610633253143361,-0.0068236096895256,0.0120207177235921,-0.0030726898347499
2024-02-27 05:00:00,407.99,408.32,403.85,407.48,14835827.0,406.841,407.735951443384,54.29967350253525,397.8913370891732,408.2345,418.57766291082686,5.067265461800428,0.4635266307557514,-0.0001472248122883,0.0115624749048698,-0.0018295357257992
2024-02-28 05:00:00,408.175,409.3,405.3201,407.72,13152525.0,406.9810000000001,407.7330511809505,54.53690245287716,397.8468656234606,408.191,418.53513437653936,5.068281454779448,0.4772334744090244,0.0005889859625012,0.0092621766362653,0.0003822309530978
2024-02-29 05:00:00,408.64,414.2,405.92,413.64,31947263.0,407.396,408.8070418753231,60.04626015296423,399.6216184456723,408.994,418.36638155432775,4.583138899019406,0.7478558930336472,0.0145197684685567,0.0100686477397294,0.0010540345375003
2024-03-01 05:00:00,411.27,415.87,410.88,415.5,17805495.0,408.29,410.02394335253706,61.6199648358269,400.11974630361846,409.58,419.0402536963816,4.619490061224466,0.8128880149516644,0.0044966637655932,0.0096797715298422,0.0022192251026845
2024-03-04 05:00:00,413.44,417.35,412.32,414.92,17595956.0,409.376,410.9141354702576,60.81554981815753,400.0426186044826,409.765,419.4873813955173,4.745344963829193,0.7651099453050063,-0.0013959085439229,0.0093337016728222,0.0026945496359348
2024-03-05 05:00:00,413.96,414.25,400.64,402.65,26886877.0,409.362,409.41156538475616,46.874471661882346,399.5565359025396,409.61500000000007,419.67346409746057,4.911179569820685,0.1537741780199539,-0.0295719656801312,0.0138293699587479,5.166282389860166e-05
2024-03-06 05:00:00,402.97,405.16,398.39,402.09,22320549.0,409.353,408.0803716784369,46.352219309535606,399.0056944675471,409.445,419.8843055324529,5.099246801134668,0.1477256088953737,-0.0013907860424686,0.0138278692937366,6.402789998143366e-05
2024-03-07 05:00:00,406.12,409.78,402.24,409.14,18695839.0,409.102,408.27303137326646,53.39243840298189,398.9762217097498,409.19950000000006,419.42277829025033,4.996720812342281,0.4970899745506872,0.0175333880474521,0.0127846166229174,-0.0005373003597718
2024-03-08 05:00:00,407.96,410.42,404.33,406.22,18002186.0,408.69,407.8997529417634,50.43995463193294,398.7628000418284,408.805,418.8471999581717,4.912953588225015,0.3712931424007103,-0.0071369213472159,0.0129357935933978,-0.0009327609871449
2024-03-11 04:00:00,403.762,405.68,401.26,404.52,16120752.0,408.388,407.28525240689737,48.74978151128166,399.3803096971072,408.0035,416.6266903028927,4.227017808863276,0.2980155906549217,-0.0041849244251884,0.0128287481229546,-0.0006688924607112
2024-03-12 04:00:00,407.62,415.57,406.79,415.28,22457003.0,409.168,408.7388428783705,58.27903503527535,399.37793990921625,408.0045,416.63106009078376,4.228659287230291,0.9216918402836372,0.0265994264807674,0.0154666011163821,0.0020057726685943
2024-03-13 04:00:00,418.1,418.18,411.45,415.1,17115931.0,409.906,409.895416900485,58.08446852153662,399.3249271401768,408.4435,417.5620728598231,4.465035119825941,0.8649968093871854,-0.0004334424966286,0.0154803807765964,0.0019035298226813
2024-03-14 04:00:00,420.24,427.82,417.99,425.22,34155379.0,411.064,412.6817047367604,65.13251903809366,397.5361896714586,409.23,420.92381032854144,5.715030827916534,1.1836950297104083,0.0243796675499878,0.0166435347122917,0.0028895197308244
2024-03-15 04:00:00,419.29,422.6,412.79,416.42,45079903.0,411.15600000000006,413.3613947846221,56.27175213391017,397.6944321717046,409.723,421.7515678282953,5.871560946442044,0.7783789431791868,-0.0206951695592869,0.0182064000951102,0.0003703363983364
2024-03-18 04:00:00,414.25,420.73,413.78,417.32,20105977.0,411.396,414.0811411874181,56.9172888999189,398.2181268908695,410.386,422.5538731091305,5.9299650130026285,0.7849306504847144,0.0021612794774505,0.0182028066732813,0.0007260552004738
2024-03-19 04:00:00,417.83,421.6656,415.55,421.41,19824715.0,413.2720000000001,415.4136609715239,59.82019016730904,398.77283944618455,411.317,423.86116055381547,6.099509893252873,0.9022987411832076,0.0098006326080706,0.0148751742223679,0.0046633150292939
2024-03-20 04:00:00,422.0,425.96,420.66,425.23,17856165.0,415.58600000000007,417.1984498857922,62.37044215034747,399.27630861201885,412.4695,425.6626913879811,6.3971718577888215,0.9836017163983812,0.009064806245699,0.0147694366004165,0.0057088742581107
