datetime,o,h,l,c,v,ma_10,ema_10,rsi_14,macd,macd_signal,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,ret_1,roll_std_10,roll_mean_10
2023-06-05 04:00:00,123.36,125.8,123.03,125.3,47927308.0,119.642,120.30252423240566,78.32966519629113,MACD_12_26_9,MACDh_12_26_9,105.02506055701473,115.8,126.57493944298528,18.60956725904192,0.9408377443914412,0.0084507042253521,0.017487436058866,0.0076606224388023
2023-06-06 04:00:00,125.07,127.4,125.0,126.61,45692396.0,120.802,121.44933800833188,79.80944552791935,MACD_12_26_9,MACDh_12_26_9,106.1025072765824,116.839,127.57549272341764,18.3782687688488,0.955036865935196,0.0104549082202713,0.0162603819612065,0.0097727799274961
2023-06-07 04:00:00,127.01,127.365,120.63,121.23,95463275.0,121.426,121.40945837045336,61.29691098269136,MACD_12_26_9,MACDh_12_26_9,107.76601393635922,117.56950000000002,127.37298606364082,16.676920568073868,0.6866937932199474,-0.042492694099992,0.0231738730225821,0.0055409003096889
2023-06-08 04:00:00,123.01,125.625,122.2579,124.25,62146312.0,122.176,121.9259204849164,66.05657791987139,MACD_12_26_9,MACDh_12_26_9,108.67219193202638,118.2725,127.87280806797364,16.234218551182444,0.8113181346721973,0.024911325579477,0.0238138408628291,0.0065014649921691
2023-06-09 04:00:00,124.08,125.8,123.19,123.43,51392018.0,123.019,122.19938948765886,63.76362301820856,MACD_12_26_9,MACDh_12_26_9,109.41180839630226,118.835,128.25819160369772,15.859286580044149,0.743813359276113,-0.0065995975855129,0.0231099728262529,0.0073404345698063
2023-06-12 04:00:00,124.02,126.78,123.53,126.57,51473276.0,123.665,122.99404594444816,68.30118845222772,MACD_12_26_9,MACDh_12_26_9,110.5183425878657,119.6505,128.7826574121343,15.264720853041656,0.8788535221045214,0.0254395203759214,0.0203364528976609,0.0054409083465288
2023-06-13 04:00:00,128.12,128.41,125.18,126.66,50549345.0,124.165,123.6605830454576,68.4232399864154,MACD_12_26_9,MACDh_12_26_9,111.67417939780468,120.4235,129.17282060219532,14.530918968798147,0.856399101344805,0.0007110689736904,0.0202043290074497,0.0042215315206442
2023-06-14 04:00:00,126.7,126.95,124.12,126.42,52422463.0,124.749,124.16229521901074,67.67493008053648,MACD_12_26_9,MACDh_12_26_9,112.57855396674395,121.0745,129.57044603325608,14.034245085886877,0.8145912167447777,-0.0018948365703457,0.019818319475551,0.0049197677386713
2023-06-15 04:00:00,125.21,127.69,124.32,127.11,60458471.0,125.183,124.69824154282696,68.73364172944764,MACD_12_26_9,MACDh_12_26_9,113.1753997735743,121.65500000000002,130.13460022642573,13.940405616580849,0.8216543147281927,0.0054579971523494,0.019274852990017,0.003649345858285
2023-06-16 04:00:00,127.71,127.9,125.3,125.49,84247054.0,125.307,124.84219762594932,63.47703531412482,MACD_12_26_9,MACDh_12_26_9,113.54560312396836,122.022,130.49839687603165,13.893227247597387,0.7045680523646969,-0.0127448666509323,0.0196646612173243,0.0011693529620278
2023-06-20 04:00:00,124.97,127.25,124.5,125.78,56769122.0,125.355,125.012707148504,64.00769179391185,MACD_12_26_9,MACDh_12_26_9,114.30689386933192,122.4985,130.69010613066808,13.374214591473493,0.7002964954402884,0.0023109411108455,0.0195072795110515,0.0005553766505772
2023-06-21 04:00:00,125.64,126.73,123.85,124.83,52137670.0,125.17700000000002,124.9794876669578,60.88678511529738,MACD_12_26_9,MACDh_12_26_9,115.50553454043254,122.9895,130.47346545956745,12.170088437740551,0.6229628871180265,-0.0075528700906344,0.0193221821784881,-0.0012454011805133
2023-06-22 04:00:00,125.31,130.33,125.14,130.15,90354572.0,126.069,125.91958081842,69.77457443054644,MACD_12_26_9,MACDh_12_26_9,116.5943444026431,123.74750000000002,130.90065559735694,11.5608890641943,0.9475297589196644,0.0426179604261796,0.0178213152155721,0.0072656642721038
2023-06-23 04:00:00,129.11,130.84,128.28,129.33,71917746.0,126.57700000000004,126.53965703325272,67.23842593506272,MACD_12_26_9,MACDh_12_26_9,117.59233232813352,124.3765,131.1606676718665,10.90908277989249,0.8650779461526179,-0.0063004225893199,0.0171063520089825,0.004144489455224
2023-06-26 04:00:00,129.33,131.49,127.1,127.33,59989317.0,126.967,126.68335575447948,61.378469789710806,MACD_12_26_9,MACDh_12_26_9,119.63898057530623,124.993,130.34701942469377,8.566910826516313,0.7182472470328837,-0.015464316090621,0.0179346252219781,0.0032580176047132
2023-06-27 04:00:00,128.63,130.085,127.55,129.18,46467852.0,127.22800000000002,127.13729107184685,64.46362075417021,MACD_12_26_9,MACDh_12_26_9,120.290888397096,125.4465,130.60211160290396,8.219618088833048,0.8620811930341176,0.0145291761564438,0.016726470788961,0.0021669831827655
2023-06-28 04:00:00,128.94,131.48,128.44,129.04,52149512.0,127.466,127.48323814969284,64.04667026286991,MACD_12_26_9,MACDh_12_26_9,120.74097351962789,125.8155,130.89002648037214,8.06661576732936,0.8177143732003463,-0.0010837590958353,0.0167534372058177,0.0019875003758129
2023-06-29 04:00:00,128.77,129.26,127.255,127.9,40760959.0,127.614,127.55901303156688,60.60896857584493,MACD_12_26_9,MACDh_12_26_9,121.6425649927546,126.1815,130.7204350072454,7.194295530240814,0.6893065220428133,-0.008834469931804,0.0170728034993273,0.0012935370396671
2023-06-30 04:00:00,129.47,131.245,128.95,130.36,54327974.0,127.939,128.0682833894638,64.97748435154283,MACD_12_26_9,MACDh_12_26_9,121.9577233409236,126.561,131.16427665907642,7.274399947971988,0.9126408514367051,0.0192337763878029,0.0179779427336935,0.0026711149632124
2023-07-03 04:00:00,130.82,131.85,130.065,130.22,28264785.0,128.412,128.45950459137947,64.53881714487328,MACD_12_26_9,MACDh_12_26_9,122.1220683118384,126.8595,131.5969316881616,7.468785054586519,0.8546752988964024,-0.0010739490641301,0.0172292058504451,0.0038382067218927
2023-07-05 04:00:00,130.24,131.4,129.64,130.38,35895409.0,128.872,128.808685574765,64.8310361644526,MACD_12_26_9,MACDh_12_26_9,122.1964306492589,127.1135,132.0305693507411,7.736502182287643,0.8321592362234698,0.001228689909384,0.0172432586476728,0.0037299816017465
2023-07-06 04:00:00,128.25,128.73,127.37,128.36,40697848.0,129.225,128.7271063793532,58.29921834199696,MACD_12_26_9,MACDh_12_26_9,122.2606562872612,127.201,132.14134371273877,7.767774958905639,0.6172995309022239,-0.0154931737996624,0.01798731601895,0.0029359512308437
2023-07-07 04:00:00,128.59,130.97,128.1294,129.78,41992251.0,129.18800000000002,128.91854158310716,61.254469337800266,MACD_12_26_9,MACDh_12_26_9,123.40053938050536,127.6285,131.8564606194946,6.625417707635245,0.7544370907902621,0.0110626363353067,0.0120355914190212,-0.0002195811782435
2023-07-10 04:00:00,129.07,129.28,125.915,127.13,61889289.0,128.968,128.5933522043604,53.617840116531,MACD_12_26_9,MACDh_12_26_9,123.8279398217295,127.7725,131.7170601782705,6.174349219543318,0.4185587275940983,-0.0204191709046078,0.013559793650914,-0.0016314560097723
2023-07-11 04:00:00,127.75,129.77,127.35,128.78,49951460.0,129.113,128.62728816720394,57.19608584247003,MACD_12_26_9,MACDh_12_26_9,124.61876045854764,128.04000000000002,131.4612395414524,5.344016778276143,0.6081479374703223,0.0129788405569102,0.0133167541358862,0.0012128596549808
2023-07-12 04:00:00,130.31,131.26,128.83,130.8,53922847.0,129.275,129.02232668225778,61.147811513235645,MACD_12_26_9,MACDh_12_26_9,124.69941737145696,128.2515,131.80358262854304,5.539245355482076,0.858733209008335,0.0156856654760055,0.0134496077714478,0.0013285085869369
2023-07-13 04:00:00,134.04,134.67,132.71,134.3,61166283.0,129.801,129.98190364912,66.85724780987017,MACD_12_26_9,MACDh_12_26_9,124.29254492075796,128.6335,132.97445507924203,6.749338359357456,1.152678949281989,0.0267584097859328,0.0156040227920927,0.0041127254751137
2023-07-14 04:00:00,134.06,136.65,134.06,134.68,54466090.0,130.479,130.83610298564363,67.41709281975264,MACD_12_26_9,MACDh_12_26_9,124.09738583683936,129.04649999999998,133.9956141631606,7.6702803457058195,1.0691422559953971,0.0028294862248696,0.0149509635230618,0.0052791210907811
2023-07-17 04:00:00,134.56,135.62,133.21,133.56,48450198.0,130.799,131.33135698825387,63.98636855265627,MACD_12_26_9,MACDh_12_26_9,124.13430459338872,129.369,134.60369540661125,8.092658065860073,0.9003098245894982,-0.0083160083160083,0.0146286547867052,0.0025241426204
2023-07-18 04:00:00,132.71,133.86,131.355,132.83,54969133.0,131.06,131.60383753584406,61.77963129958913,MACD_12_26_9,MACDh_12_26_9,124.612558188093,129.73600000000002,134.85944181190703,7.898257710900619,0.8019454610384621,-0.0054657082958968,0.0148134344685894,0.0020849666972233
2023-07-19 04:00:00,133.39,135.99,132.53,135.36,54390507.0,131.55800000000002,132.28677616569058,66.13830360818592,MACD_12_26_9,MACDh_12_26_9,124.87385967231744,130.215,135.55614032768256,8.203571520458553,0.9816387217289566,0.0190469020552586,0.0157415435482814,0.0038667879118108
2023-07-20 04:00:00,134.07,134.7915,129.33,129.96,59782329.0,131.71800000000002,131.86372595374684,52.402119019179246,MACD_12_26_9,MACDh_12_26_9,125.73040613887504,130.4715,135.21259386112496,7.267631415481491,0.4460567524095995,-0.0398936170212765,0.020305424833551,0.0014267435896494
2023-07-21 04:00:00,131.34,131.37,128.415,130.0,133282294.0,131.74,131.52486668942922,52.48084764424132,MACD_12_26_9,MACDh_12_26_9,125.7204216038947,130.464,135.20757839610528,7.271857977841067,0.4510917748949866,0.0003077870113881,0.0200211761655256,0.0003512586572575
2023-07-24 04:00:00,130.305,131.66,128.35,128.8,45667080.0,131.90699999999998,131.02943638226026,49.81863460188381,MACD_12_26_9,MACDh_12_26_9,125.6630560533192,130.4375,135.21194394668078,7.320661537795163,0.3285140617120052,-0.0092307692307691,0.0190190370609149,0.0014700988246414
2023-07-25 04:00:00,129.31,129.58,128.53,129.13,39219663.0,131.942,130.6840843127584,50.56135592781027,MACD_12_26_9,MACDh_12_26_9,125.92603121275428,130.5275,135.12896878724575,7.050573690978136,0.3481463132083415,0.0025621118012422,0.0185992964885001,0.0004284259490746
2023-07-26 04:00:00,126.51,129.08,126.11,128.15,53910087.0,131.677,130.2233417104387,48.27621267241791,MACD_12_26_9,MACDh_12_26_9,125.79302487728192,130.47600000000003,135.15897512271815,7.178293514083998,0.2516536027795561,-0.0075892511422596,0.0179218429186417,-0.0018990657127519
2023-07-27 04:00:00,131.0,132.63,127.79,128.25,52610661.0,131.072,129.86455230854074,48.53183103276545,MACD_12_26_9,MACDh_12_26_9,125.69280829416618,130.43650000000002,135.18019170583386,7.273564847008067,0.269536034844861,0.0007803355442839,0.01494127146684,-0.0044968731369168
2023-07-28 04:00:00,129.69,133.01,129.33,132.21,46269781.0,130.825,130.2909973433515,57.49091068445913,MACD_12_26_9,MACDh_12_26_9,125.99806145292006,130.65200000000002,135.30593854708,7.124174979456828,0.6673851066402161,0.0308771929824562,0.0186433067056727,-0.0016921024611581
2023-07-31 04:00:00,133.2,133.87,132.38,133.68,41901516.0,130.83700000000002,130.9071796445603,60.25655914275476,MACD_12_26_9,MACDh_12_26_9,125.9841998386366,130.818,135.6518001613634,7.390114756934671,0.7960403724254037,0.011118674835489,0.0188874595655027,0.0002513658539915
2023-08-01 04:00:00,133.55,133.69,131.6199,131.69,42250989.0,130.723,131.0495106182766,55.03637941195442,MACD_12_26_9,MACDh_12_26_9,126.05160630282062,130.8915,135.7313936971794,7.395275777539999,0.5824914812142827,-0.0148862956313585,0.019431401480255,-0.0006906928795545
2023-08-02 04:00:00,130.154,130.23,126.82,128.21,50988614.0,130.00799999999998,130.53323596040812,47.31659055519219,MACD_12_26_9,MACDh_12_26_9,125.80673192040494,130.78300000000002,135.75926807959507,7.60996166106461,0.2414729312363158,-0.026425696711975,0.0196190279404717,-0.0052379527562779
2023-08-03 04:00:00,127.48,129.84,126.41,128.91,90855736.0,129.903,130.23810214942483,48.87016974963256,MACD_12_26_9,MACDh_12_26_9,125.88224889032662,130.8105,135.73875110967336,7.534947285842297,0.307183120572974,0.0054597925278838,0.0155345129334087,-0.0007026118013618
2023-08-04 04:00:00,141.06,143.63,139.32,139.57,153091370.0,130.86,131.9348108495294,65.53708897062953,MACD_12_26_9,MACDh_12_26_9,125.09817768716351,131.3,137.5018223128365,9.44679712541736,1.1667395148424988,0.0826933519509736,0.0306358859329722,0.0075359446925966
2023-08-07 04:00:00,140.99,142.54,138.95,142.22,71213112.0,132.202,133.80484524052406,68.30320084057551,MACD_12_26_9,MACDh_12_26_9,124.53405991979218,132.05450000000002,139.57494008020785,11.389903532568496,1.175858054288164,0.0189868882997779,0.0302166167606473,0.0103577104456513
2023-08-08 04:00:00,140.62,140.84,138.42,139.94,51706497.0,133.283,134.92032792406513,63.57518350439085,MACD_12_26_9,MACDh_12_26_9,124.51291266483312,132.6125,140.7120873351669,12.21542062047981,0.9523378597441228,-0.0160315004921951,0.0313021870198377,0.0084983492163076
2023-08-09 04:00:00,139.97,140.32,137.1,137.85,49910149.0,134.253,135.4529955742351,59.5087387858422,MACD_12_26_9,MACDh_12_26_9,124.60225284371244,132.965,141.3277471562876,12.578869862426316,0.7920690957592309,-0.0149349721309133,0.0318038360935786,0.0077637771174422
2023-08-10 04:00:00,139.075,140.41,137.49,138.56,58804832.0,135.28400000000002,136.01790546982872,60.43458680510659,MACD_12_26_9,MACDh_12_26_9,124.47981490194674,133.178,141.87618509805327,13.06249545428414,0.8093748833423043,0.0051505259339863,0.0317271469487055,0.0082007961564124
2023-08-11 04:00:00,137.4,139.33,137.0,138.41,42905833.0,135.904,136.45283174804166,60.12181465787003,MACD_12_26_9,MACDh_12_26_9,124.38993265666832,133.36450000000002,142.33906734333172,13.458705042693817,0.7810999019216728,-0.0010825635103925,0.0307847831669509,0.0050048205071276
2023-08-14 04:00:00,138.3,140.59,137.75,140.57,47148699.0,136.593,137.20140779385227,63.0845815669972,MACD_12_26_9,MACDh_12_26_9,124.20565407086292,133.71499999999995,143.22434592913703,14.223304684047498,0.8604348843276379,0.0156058088288417,0.0309162204338451,0.0054535339064628
2023-08-15 04:00:00,140.05,141.2778,137.23,137.67,42781521.0,137.19099999999997,137.2866063767882,56.9652875308727,MACD_12_26_9,MACDh_12_26_9,124.30478968318678,133.957,143.6092103168132,14.410908450940545,0.692339364670303,-0.0206302909582415,0.0313858993090498,0.0048791343737745
2023-08-16 04:00:00,137.19,137.27,135.01,135.07,41675903.0,137.87699999999998,136.88358703555397,52.08699919279023,MACD_12_26_9,MACDh_12_26_9,124.29789554984262,133.9425,143.58710445015737,14.401111596628963,0.558452371262442,-0.0188857412653445,0.0306317987482182,0.0056331299184376
2023-08-17 04:00:00,135.46,136.085,133.53,133.98,48354085.0,138.384,136.3556621199987,50.14812467535632,MACD_12_26_9,MACDh_12_26_9,124.6732829486334,134.14350000000002,143.61371705136665,14.119531772119604,0.4913676740927267,-0.008069889686829,0.0309375739214925,0.0042801616969663
2023-08-18 04:00:00,131.62,134.065,131.15,133.22,48497595.0,137.749,135.78554173454438,48.784563686110246,MACD_12_26_9,MACDh_12_26_9,125.01374228063206,134.30450000000002,143.59525771936796,13.835363251965424,0.4416355461654536,-0.005672488431109,0.0140782574105048,-0.0045564223412419
2023-08-21 04:00:00,133.74,135.185,132.71,134.68,41442483.0,136.995,135.5845341464454,51.512139550602654,MACD_12_26_9,MACDh_12_26_9,125.65754194171592,134.5985,143.53945805828408,13.285375480832377,0.5045576771230066,0.0109593154181053,0.0127531365862509,-0.0053591796294091
2023-08-22 04:00:00,135.08,135.65,133.73,134.25,32935104.0,136.426,135.3418915743644,50.65646013779304,MACD_12_26_9,MACDh_12_26_9,126.26834958203064,134.85449999999997,143.44065041796932,12.733947206758906,0.4647979612181691,-0.0031927531927532,0.0121933226844013,-0.0040753048994649
2023-08-23 04:00:00,134.5,135.95,133.22,135.52,42786043.0,136.193,135.37427492447998,53.13269278411101,MACD_12_26_9,MACDh_12_26_9,127.205685985943,135.223,143.24031401405702,11.857914724650412,0.5185224128354748,0.0094599627560523,0.0122195375257467,-0.0016358114107684
2023-08-24 04:00:00,136.4,136.775,131.83,131.84,43646250.0,135.521,134.73167948366543,45.93871966201434,MACD_12_26_9,MACDh_12_26_9,127.87170754501922,135.40249999999995,142.93329245498072,11.123564860295414,0.2634711073703948,-0.0271546635182999,0.0143164582362113,-0.004866330355997
